position,item,sum_rank,avg_rank
4834,2426,36907,7381.4000
4835,6257,36907,7381.4000
4836,5246,36909,7381.8000
4837,7448,36909,7381.8000
4838,9827,36913,7382.6000
4839,148,36914,7382.8000
4840,3732,36919,7383.8000
4841,4615,36921,7384.2000
4842,8289,36923,7384.6000
4843,5143,36925,7385.0000
4844,6114,36926,7385.2000
4845,1656,36930,7386.0000
4846,534,36930,7386.0000
4847,8472,36930,7386.0000
4848,8606,36931,7386.2000
4849,5287,36933,7386.6000
4850,6055,36933,7386.6000
4851,2295,36934,7386.8000
4852,3488,36937,7387.4000
4853,6154,36937,7387.4000
4854,787,36937,7387.4000
4855,5482,36941,7388.2000
4856,8769,36942,7388.4000
4857,8611,36943,7388.6000
4858,3304,36945,7389.0000
4859,3449,36946,7389.2000
4860,8025,36953,7390.6000
4861,4935,36955,7391.0000
4862,7760,36955,7391.0000
4863,7353,36957,7391.4000
4864,6033,36961,7392.2000
4865,298,36962,7392.4000
4866,2852,36963,7392.6000
4867,4478,36964,7392.8000
4868,6294,36964,7392.8000
4869,6871,36964,7392.8000
4870,1813,36966,7393.2000
4871,7628,36967,7393.4000
4872,886,36967,7393.4000
4873,5116,36968,7393.6000
4874,9993,36969,7393.8000
4875,9050,36971,7394.2000
4876,1263,36973,7394.6000
4877,9564,36973,7394.6000
4878,3123,36974,7394.8000
4879,3080,36975,7395.0000
4880,5934,36978,7395.6000
4881,3395,36979,7395.8000
4882,6287,36979,7395.8000
4883,318,36982,7396.4000
4884,2085,36988,7397.6000
4885,7637,36988,7397.6000
4886,184,36989,7397.8000
4887,5653,36989,7397.8000
4888,6896,36991,7398.2000
4889,8334,36992,7398.4000
4890,4123,36994,7398.8000
4891,6802,36994,7398.8000
4892,1426,36995,7399.0000
4893,7160,36995,7399.0000
4894,7296,36995,7399.0000
4895,8900,36995,7399.0000
4896,5828,37002,7400.4000
4897,90,37002,7400.4000
4898,7890,37004,7400.8000
4899,8327,37005,7401.0000
4900,3554,37009,7401.8000
4901,354,37012,7402.4000
4902,1040,37015,7403.0000
4903,8399,37015,7403.0000
4904,6635,37020,7404.0000
4905,780,37022,7404.4000
4906,3744,37023,7404.6000
4907,9509,37026,7405.2000
4908,6789,37029,7405.8000
4909,8748,37029,7405.8000
4910,986,37029,7405.8000
4911,2307,37031,7406.2000
4912,4326,37031,7406.2000
4913,4432,37032,7406.4000
4914,5114,37033,7406.6000
4915,8306,37033,7406.6000
4916,4386,37034,7406.8000
4917,9979,37035,7407.0000
4918,6477,37037,7407.4000
4919,8018,37037,7407.4000
4920,4239,37038,7407.6000
4921,7120,37039,7407.8000
4922,1975,37041,7408.2000
4923,7567,37042,7408.4000
4924,8699,37044,7408.8000
4925,4505,37045,7409.0000
4926,5396,37045,7409.0000
4927,7162,37045,7409.0000
4928,8499,37046,7409.2000
4929,2413,37052,7410.4000
4930,8177,37054,7410.8000
4931,9918,37057,7411.4000
4932,7750,37058,7411.6000
4933,1555,37063,7412.6000
4934,8321,37065,7413.0000
4935,9922,37069,7413.8000
4936,7915,37073,7414.6000
4937,2684,37075,7415.0000
4938,4912,37075,7415.0000
4939,9071,37076,7415.2000
4940,3541,37077,7415.4000
4941,3359,37080,7416.0000
4942,2391,37081,7416.2000
4943,5876,37081,7416.2000
4944,7664,37085,7417.0000
4945,3348,37086,7417.2000
4946,7867,37087,7417.4000
4947,7748,37090,7418.0000
4948,7512,37091,7418.2000
4949,9146,37093,7418.6000
4950,5486,37097,7419.4000
4951,7054,37100,7420.0000
4952,9970,37106,7421.2000
4953,8114,37110,7422.0000
4954,4356,37113,7422.6000
4955,8761,37114,7422.8000
4956,6344,37116,7423.2000
4957,4538,37119,7423.8000
4958,2113,37121,7424.2000
4959,7977,37121,7424.2000
4960,3340,37124,7424.8000
4961,8456,37124,7424.8000
4962,5768,37126,7425.2000
4963,74,37129,7425.8000
4964,8163,37129,7425.8000
4965,3881,37131,7426.2000
4966,5212,37132,7426.4000
4967,1449,37135,7427.0000
4968,7850,37136,7427.2000
4969,4961,37138,7427.6000
4970,389,37139,7427.8000
4971,20,37141,7428.2000
4972,9642,37141,7428.2000
4973,6653,37142,7428.4000
4974,5363,37143,7428.6000
4975,4946,37144,7428.8000
4976,6895,37144,7428.8000
4977,4390,37146,7429.2000
4978,2346,37147,7429.4000
4979,4115,37147,7429.4000
4980,6842,37147,7429.4000
4981,559,37150,7430.0000
4982,2216,37155,7431.0000
4983,8217,37158,7431.6000
4984,4885,37159,7431.8000
4985,2245,37160,7432.0000
4986,9885,37163,7432.6000
4987,9896,37163,7432.6000
4988,1820,37164,7432.8000
4989,7810,37165,7433.0000
4990,4558,37170,7434.0000
4991,7191,37170,7434.0000
4992,2623,37172,7434.4000
4993,275,37172,7434.4000
4994,6308,37172,7434.4000
4995,3860,37173,7434.6000
4996,8013,37173,7434.6000
4997,8166,37174,7434.8000
4998,3574,37178,7435.6000
4999,1505,37180,7436.0000
5000,2804,37181,7436.2000
5001,3697,37182,7436.4000
5002,871,37183,7436.6000
5003,1379,37184,7436.8000
5004,2835,37185,7437.0000
5005,6590,37188,7437.6000
5006,3935,37193,7438.6000
5007,4971,37193,7438.6000
5008,6288,37195,7439.0000
5009,9341,37195,7439.0000
5010,3739,37199,7439.8000
5011,2008,37200,7440.0000
5012,5196,37200,7440.0000
5013,5842,37200,7440.0000
5014,2398,37204,7440.8000
5015,2925,37206,7441.2000
5016,2711,37207,7441.4000
5017,6777,37209,7441.8000
5018,7173,37211,7442.2000
5019,6363,37215,7443.0000
5020,735,37217,7443.4000
5021,8242,37222,7444.4000
5022,8898,37222,7444.4000
5023,2475,37224,7444.8000
5024,1107,37231,7446.2000
5025,3940,37231,7446.2000
5026,4697,37231,7446.2000
5027,4830,37233,7446.6000
5028,1569,37236,7447.2000
5029,6112,37236,7447.2000
5030,3678,37247,7449.4000
5031,5335,37247,7449.4000
5032,7731,37250,7450.0000
5033,1547,37251,7450.2000
5034,3313,37251,7450.2000
5035,3199,37252,7450.4000
5036,9767,37254,7450.8000
5037,2092,37256,7451.2000
5038,3224,37256,7451.2000
5039,8817,37256,7451.2000
5040,3110,37257,7451.4000
5041,1688,37259,7451.8000
5042,3778,37259,7451.8000
5043,4721,37259,7451.8000
5044,9932,37261,7452.2000
5045,9698,37263,7452.6000
5046,3475,37269,7453.8000
5047,4630,37271,7454.2000
5048,4636,37271,7454.2000
5049,785,37274,7454.8000
5050,4616,37276,7455.2000
5051,8027,37276,7455.2000
5052,7482,37277,7455.4000
5053,3829,37278,7455.6000
5054,3378,37279,7455.8000
5055,4267,37279,7455.8000
5056,3500,37282,7456.4000
5057,7026,37283,7456.6000
5058,7433,37284,7456.8000
5059,9977,37284,7456.8000
5060,581,37285,7457.0000
5061,6461,37285,7457.0000
5062,5927,37289,7457.8000
5063,2622,37290,7458.0000
5064,3208,37292,7458.4000
5065,4004,37292,7458.4000
5066,6681,37292,7458.4000
5067,884,37292,7458.4000
5068,9916,37292,7458.4000
5069,9482,37293,7458.6000
5070,1509,37300,7460.0000
5071,6430,37308,7461.6000
5072,8219,37315,7463.0000
5073,7601,37317,7463.4000
5074,8715,37324,7464.8000
5075,9318,37326,7465.2000
5076,381,37330,7466.0000
5077,5163,37331,7466.2000
5078,4019,37332,7466.4000
5079,4836,37334,7466.8000
5080,5673,37334,7466.8000
5081,9334,37334,7466.8000
5082,249,37337,7467.4000
5083,7445,37337,7467.4000
5084,142,37338,7467.6000
5085,1977,37338,7467.6000
5086,2031,37340,7468.0000
5087,4000,37340,7468.0000
5088,4018,37340,7468.0000
5089,5402,37341,7468.2000
5090,8180,37344,7468.8000
5091,8211,37346,7469.2000
5092,9488,37347,7469.4000
5093,8014,37348,7469.6000
5094,6775,37351,7470.2000
5095,2101,37352,7470.4000
5096,5516,37352,7470.4000
5097,9268,37353,7470.6000
5098,1563,37356,7471.2000
5099,4329,37359,7471.8000
5100,5832,37360,7472.0000
5101,3943,37362,7472.4000
5102,6016,37362,7472.4000
5103,9675,37362,7472.4000
5104,7986,37365,7473.0000
5105,8463,37366,7473.2000
5106,356,37369,7473.8000
5107,4775,37371,7474.2000
5108,4793,37371,7474.2000
5109,5193,37371,7474.2000
5110,1126,37372,7474.4000
5111,3292,37374,7474.8000
5112,6245,37376,7475.2000
5113,3676,37377,7475.4000
5114,8788,37377,7475.4000
5115,1577,37381,7476.2000
5116,7310,37381,7476.2000
5117,5347,37384,7476.8000
5118,5602,37385,7477.0000
5119,6068,37386,7477.2000
5120,3162,37387,7477.4000
5121,9257,37387,7477.4000
5122,7786,37389,7477.8000
5123,1129,37394,7478.8000
5124,1570,37396,7479.2000
5125,2026,37400,7480.0000
5126,3540,37400,7480.0000
5127,3580,37400,7480.0000
5128,6206,37401,7480.2000
5129,3132,37404,7480.8000
5130,5374,37404,7480.8000
5131,3906,37405,7481.0000
5132,5536,37406,7481.2000
5133,1181,37407,7481.4000
5134,1278,37408,7481.6000
5135,9466,37410,7482.0000
5136,6418,37413,7482.6000
5137,3727,37415,7483.0000
5138,1508,37419,7483.8000
5139,5334,37422,7484.4000
5140,6280,37422,7484.4000
5141,8492,37422,7484.4000
5142,126,37428,7485.6000
5143,588,37435,7487.0000
5144,7222,37437,7487.4000
5145,2870,37439,7487.8000
5146,193,37440,7488.0000
5147,9132,37440,7488.0000
5148,1495,37442,7488.4000
5149,3052,37445,7489.0000
5150,9472,37445,7489.0000
5151,3700,37446,7489.2000
5152,6953,37448,7489.6000
5153,9887,37451,7490.2000
5154,2875,37453,7490.6000
5155,7127,37453,7490.6000
5156,9552,37455,7491.0000
5157,4063,37456,7491.2000
5158,6071,37456,7491.2000
5159,2674,37458,7491.6000
5160,573,37459,7491.8000
5161,2686,37460,7492.0000
5162,533,37461,7492.2000
5163,7648,37461,7492.2000
5164,2270,37462,7492.4000
5165,3388,37463,7492.6000
5166,6402,37464,7492.8000
5167,6202,37467,7493.4000
5168,5366,37468,7493.6000
5169,2104,37472,7494.4000
5170,4337,37473,7494.6000
5171,2110,37475,7495.0000
5172,7190,37480,7496.0000
5173,571,37481,7496.2000
5174,9606,37481,7496.2000
5175,7036,37483,7496.6000
5176,8950,37484,7496.8000
5177,9964,37487,7497.4000
5178,9545,37491,7498.2000
5179,6890,37492,7498.4000
5180,3591,37496,7499.2000
5181,8680,37496,7499.2000
5182,7518,37497,7499.4000
5183,835,37503,7500.6000
5184,3652,37504,7500.8000
5185,6913,37508,7501.6000
5186,9952,37516,7503.2000
5187,6663,37519,7503.8000
5188,6839,37519,7503.8000
5189,8033,37522,7504.4000
5190,8547,37522,7504.4000
5191,4119,37525,7505.0000
5192,1118,37529,7505.8000
5193,4689,37529,7505.8000
5194,6086,37529,7505.8000
5195,5851,37532,7506.4000
5196,949,37534,7506.8000
5197,2099,37535,7507.0000
5198,575,37536,7507.2000
5199,1358,37539,7507.8000
5200,7420,37541,7508.2000
5201,9593,37542,7508.4000
5202,2733,37543,7508.6000
5203,7884,37545,7509.0000
5204,2499,37547,7509.4000
5205,3126,37548,7509.6000
5206,1867,37549,7509.8000
5207,7330,37549,7509.8000
5208,4127,37554,7510.8000
5209,7210,37554,7510.8000
5210,2464,37558,7511.6000
5211,6311,37559,7511.8000
5212,4192,37562,7512.4000
5213,8843,37563,7512.6000
5214,1466,37568,7513.6000
5215,2102,37568,7513.6000
5216,4760,37573,7514.6000
5217,7696,37575,7515.0000
5218,977,37576,7515.2000
5219,2773,37581,7516.2000
5220,572,37581,7516.2000
5221,6819,37581,7516.2000
5222,4161,37582,7516.4000
5223,5342,37583,7516.6000
5224,6040,37583,7516.6000
5225,6464,37586,7517.2000
5226,1936,37587,7517.4000
5227,7085,37588,7517.6000
5228,8946,37590,7518.0000
5229,2182,37594,7518.8000
5230,6621,37594,7518.8000
5231,9816,37596,7519.2000
5232,2648,37599,7519.8000
5233,2044,37600,7520.0000
5234,9793,37601,7520.2000
5235,6090,37602,7520.4000
5236,7503,37605,7521.0000
5237,1876,37606,7521.2000
5238,9450,37607,7521.4000
5239,8088,37609,7521.8000
5240,9843,37609,7521.8000
5241,8829,37610,7522.0000
5242,2521,37611,7522.2000
5243,1171,37614,7522.8000
5244,2077,37616,7523.2000
5245,216,37616,7523.2000
5246,2914,37617,7523.4000
5247,7114,37620,7524.0000
5248,7808,37620,7524.0000
5249,6109,37621,7524.2000
5250,7752,37621,7524.2000
5251,4844,37622,7524.4000
5252,6034,37622,7524.4000
5253,7839,37623,7524.6000
5254,2587,37625,7525.0000
5255,134,37626,7525.2000
5256,2357,37626,7525.2000
5257,973,37632,7526.4000
5258,5088,37633,7526.6000
5259,5586,37634,7526.8000
5260,9000,37634,7526.8000
5261,9866,37636,7527.2000
5262,2746,37641,7528.2000
5263,170,37644,7528.8000
5264,1917,37644,7528.8000
5265,8696,37645,7529.0000
5266,364,37647,7529.4000
5267,2931,37650,7530.0000
5268,6021,37650,7530.0000
5269,6976,37650,7530.0000
5270,3083,37654,7530.8000
5271,7573,37654,7530.8000
5272,7145,37658,7531.6000
5273,2490,37659,7531.8000
5274,3358,37660,7532.0000
5275,6438,37660,7532.0000
5276,5034,37661,7532.2000
5277,4675,37665,7533.0000
5278,9713,37667,7533.4000
5279,1590,37673,7534.6000
5280,7568,37674,7534.8000
5281,689,37676,7535.2000
5282,3266,37679,7535.8000
5283,7063,37679,7535.8000
5284,594,37683,7536.6000
5285,2742,37684,7536.8000
5286,9366,37689,7537.8000
5287,5701,37692,7538.4000
5288,6251,37693,7538.6000
5289,8530,37693,7538.6000
5290,5321,37696,7539.2000
5291,344,37699,7539.8000
5292,4583,37701,7540.2000
5293,6314,37702,7540.4000
5294,8630,37702,7540.4000
5295,8376,37704,7540.8000
5296,5665,37705,7541.0000
5297,3254,37706,7541.2000
5298,7450,37706,7541.2000
5299,9453,37708,7541.6000
5300,2633,37709,7541.8000
5301,7177,37711,7542.2000
5302,9635,37714,7542.8000
5303,1552,37717,7543.4000
5304,8419,37720,7544.0000
5305,3231,37721,7544.2000
5306,7104,37721,7544.2000
5307,312,37722,7544.4000
5308,8639,37722,7544.4000
5309,6466,37730,7546.0000
5310,7179,37730,7546.0000
5311,1212,37732,7546.4000
5312,1800,37732,7546.4000
5313,3984,37732,7546.4000
5314,611,37737,7547.4000
5315,4120,37738,7547.6000
5316,4084,37741,7548.2000
5317,4446,37741,7548.2000
5318,3457,37742,7548.4000
5319,7607,37744,7548.8000
5320,8316,37744,7548.8000
5321,6988,37746,7549.2000
5322,6898,37747,7549.4000
5323,4576,37748,7549.6000
5324,4638,37751,7550.2000
5325,7216,37751,7550.2000
5326,4195,37753,7550.6000
5327,1653,37755,7551.0000
5328,2061,37756,7551.2000
5329,28,37756,7551.2000
5330,7458,37756,7551.2000
5331,7873,37757,7551.4000
5332,6814,37763,7552.6000
5333,3389,37766,7553.2000
5334,6869,37767,7553.4000
5335,3182,37768,7553.6000
5336,3116,37771,7554.2000
5337,8187,37771,7554.2000
5338,6809,37774,7554.8000
5339,6975,37776,7555.2000
5340,5903,37777,7555.4000
5341,6286,37777,7555.4000
5342,2886,37778,7555.6000
5343,3873,37778,7555.6000
5344,5636,37779,7555.8000
5345,2046,37780,7556.0000
5346,1293,37782,7556.4000
5347,3440,37782,7556.4000
5348,9159,37782,7556.4000
5349,5149,37788,7557.6000
5350,1515,37790,7558.0000
5351,183,37790,7558.0000
5352,3581,37790,7558.0000
5353,4290,37790,7558.0000
5354,9996,37790,7558.0000
5355,6862,37793,7558.6000
5356,6624,37795,7559.0000
5357,5541,37797,7559.4000
5358,7098,37797,7559.4000
5359,3383,37799,7559.8000
5360,9926,37802,7560.4000
5361,6994,37803,7560.6000
5362,9845,37804,7560.8000
5363,6422,37805,7561.0000
5364,4643,37806,7561.2000
5365,1645,37809,7561.8000
5366,498,37811,7562.2000
5367,9508,37812,7562.4000
5368,9620,37812,7562.4000
5369,4359,37813,7562.6000
5370,8662,37818,7563.6000
5371,4455,37820,7564.0000
5372,7603,37822,7564.4000
5373,2887,37823,7564.6000
5374,4652,37823,7564.6000
5375,7453,37824,7564.8000
5376,9989,37825,7565.0000
5377,3660,37826,7565.2000
5378,7202,37829,7565.8000
5379,9056,37829,7565.8000
5380,553,37830,7566.0000
5381,714,37833,7566.6000
5382,7207,37835,7567.0000
5383,4304,37837,7567.4000
5384,5513,37837,7567.4000
5385,5687,37837,7567.4000
5386,8268,37839,7567.8000
5387,9192,37840,7568.0000
5388,5252,37841,7568.2000
5389,983,37842,7568.4000
5390,1953,37849,7569.8000
5391,2127,37858,7571.6000
5392,4420,37860,7572.0000
5393,2045,37863,7572.6000
5394,7403,37864,7572.8000
5395,284,37865,7573.0000
5396,8039,37866,7573.2000
5397,3286,37867,7573.4000
5398,488,37867,7573.4000
5399,7794,37869,7573.8000
5400,9732,37870,7574.0000
5401,5784,37872,7574.4000
5402,8543,37872,7574.4000
5403,1724,37876,7575.2000
5404,7761,37880,7576.0000
5405,9054,37881,7576.2000
5406,8943,37883,7576.6000
5407,4785,37886,7577.2000
5408,5657,37888,7577.6000
5409,2792,37891,7578.2000
5410,9714,37892,7578.4000
5411,2404,37895,7579.0000
5412,7328,37895,7579.0000
5413,1701,37898,7579.6000
5414,1479,37899,7579.8000
5415,2180,37899,7579.8000
5416,6572,37899,7579.8000
5417,5734,37900,7580.0000
5418,9360,37903,7580.6000
5419,8921,37904,7580.8000
5420,6539,37905,7581.0000
5421,1446,37906,7581.2000
5422,2004,37906,7581.2000
5423,2593,37909,7581.8000
5424,7685,37910,7582.0000
5425,8308,37912,7582.4000
5426,1615,37913,7582.6000
5427,1986,37920,7584.0000
5428,7349,37924,7584.8000
5429,1503,37925,7585.0000
5430,4736,37925,7585.0000
5431,1383,37926,7585.2000
5432,3422,37927,7585.4000
5433,5380,37928,7585.6000
5434,1946,37929,7585.8000
5435,8671,37932,7586.4000
5436,9227,37936,7587.2000
5437,232,37941,7588.2000
5438,796,37941,7588.2000
5439,5930,37942,7588.4000
5440,7707,37943,7588.6000
5441,8675,37943,7588.6000
5442,1940,37944,7588.8000
5443,371,37944,7588.8000
5444,9009,37944,7588.8000
5445,14,37945,7589.0000
5446,3188,37948,7589.6000
5447,1725,37952,7590.4000
5448,4987,37952,7590.4000
5449,119,37954,7590.8000
5450,3796,37955,7591.0000
5451,9205,37956,7591.2000
5452,3330,37957,7591.4000
5453,7042,37957,7591.4000
5454,9018,37959,7591.8000
5455,6078,37963,7592.6000
5456,7377,37965,7593.0000
5457,8738,37970,7594.0000
5458,3887,37971,7594.2000
5459,8690,37971,7594.2000
5460,7720,37972,7594.4000
5461,5240,37973,7594.6000
5462,7847,37973,7594.6000
5463,4595,37975,7595.0000
5464,7411,37975,7595.0000
5465,2795,37976,7595.2000
5466,8972,37978,7595.6000
5467,8827,37979,7595.8000
5468,3738,37981,7596.2000
5469,7844,37983,7596.6000
5470,2635,37986,7597.2000
5471,2729,37986,7597.2000
5472,8876,37989,7597.8000
5473,4393,37990,7598.0000
5474,7904,37991,7598.2000
5475,6753,37993,7598.6000
5476,176,37994,7598.8000
5477,7230,37994,7598.8000
5478,8944,37995,7599.0000
5479,9247,37995,7599.0000
5480,9470,37995,7599.0000
5481,1313,37996,7599.2000
5482,270,37996,7599.2000
5483,3362,37996,7599.2000
5484,8126,38000,7600.0000
5485,8914,38000,7600.0000
5486,5612,38002,7600.4000
5487,3786,38004,7600.8000
5488,8319,38007,7601.4000
5489,9957,38010,7602.0000
5490,7926,38013,7602.6000
5491,2821,38014,7602.8000
5492,9025,38015,7603.0000
5493,6368,38017,7603.4000
5494,4578,38020,7604.0000
5495,6794,38021,7604.2000
5496,5767,38024,7604.8000
5497,7630,38025,7605.0000
5498,3590,38027,7605.4000
5499,8837,38027,7605.4000
5500,2930,38028,7605.6000
5501,4553,38031,7606.2000
5502,8932,38031,7606.2000
5503,1461,38034,7606.8000
5504,9295,38034,7606.8000
5505,9535,38034,7606.8000
5506,3409,38039,7607.8000
5507,3871,38039,7607.8000
5508,5317,38042,7608.4000
5509,5774,38042,7608.4000
5510,7979,38043,7608.6000
5511,9751,38045,7609.0000
5512,1647,38046,7609.2000
5513,2090,38046,7609.2000
5514,7905,38046,7609.2000
5515,5717,38049,7609.8000
5516,1214,38051,7610.2000
5517,4049,38054,7610.8000
5518,3979,38055,7611.0000
5519,7536,38056,7611.2000
5520,9706,38056,7611.2000
5521,6489,38057,7611.4000
5522,7174,38062,7612.4000
5523,1501,38063,7612.6000
5524,9242,38065,7613.0000
5525,1723,38071,7614.2000
5526,2538,38073,7614.6000
5527,5054,38075,7615.0000
5528,9912,38076,7615.2000
5529,5010,38080,7616.0000
5530,8822,38081,7616.2000
5531,9385,38086,7617.2000
5532,3604,38089,7617.8000
5533,7622,38090,7618.0000
5534,2165,38091,7618.2000
5535,4905,38091,7618.2000
5536,745,38092,7618.4000
5537,1223,38093,7618.6000
5538,618,38094,7618.8000
5539,3044,38095,7619.0000
5540,4114,38095,7619.0000
5541,7784,38095,7619.0000
5542,4734,38096,7619.2000
5543,5011,38098,7619.6000
5544,1980,38099,7619.8000
5545,5875,38099,7619.8000
5546,392,38102,7620.4000
5547,207,38103,7620.6000
5548,5124,38104,7620.8000
5549,1810,38105,7621.0000
5550,4691,38105,7621.0000
5551,5936,38107,7621.4000
5552,9978,38107,7621.4000
5553,4907,38109,7621.8000
5554,1722,38110,7622.0000
5555,4130,38110,7622.0000
5556,7989,38113,7622.6000
5557,3448,38114,7622.8000
5558,1055,38115,7623.0000
5559,1438,38115,7623.0000
5560,7705,38115,7623.0000
5561,1976,38116,7623.2000
5562,2904,38116,7623.2000
5563,9516,38116,7623.2000
5564,2564,38117,7623.4000
5565,6807,38122,7624.4000
5566,9126,38123,7624.6000
5567,2876,38124,7624.8000
5568,5151,38134,7626.8000
5569,4500,38135,7627.0000
5570,4859,38135,7627.0000
5571,2232,38137,7627.4000
5572,178,38139,7627.8000
5573,8752,38139,7627.8000
5574,5265,38141,7628.2000
5575,6062,38141,7628.2000
5576,8111,38141,7628.2000
5577,5500,38142,7628.4000
5578,4076,38146,7629.2000
5579,6836,38146,7629.2000
5580,7082,38146,7629.2000
5581,1110,38147,7629.4000
5582,7922,38147,7629.4000
5583,2364,38148,7629.6000
5584,2401,38151,7630.2000
5585,5064,38152,7630.4000
5586,3255,38153,7630.6000
5587,3595,38153,7630.6000
5588,7005,38153,7630.6000
5589,7314,38153,7630.6000
5590,3327,38154,7630.8000
5591,4164,38157,7631.4000
5592,8947,38158,7631.6000
5593,1733,38160,7632.0000
5594,2192,38164,7632.8000
5595,6031,38166,7633.2000
5596,9679,38167,7633.4000
5597,9969,38167,7633.4000
5598,3893,38168,7633.6000
5599,5620,38170,7634.0000
5600,6613,38170,7634.0000
5601,9883,38170,7634.0000
5602,9193,38171,7634.2000
5603,1419,38172,7634.4000
5604,2501,38172,7634.4000
5605,703,38173,7634.6000
5606,2227,38175,7635.0000
5607,6846,38175,7635.0000
5608,1289,38176,7635.2000
5609,3390,38180,7636.0000
5610,9752,38182,7636.4000
5611,597,38183,7636.6000
5612,3624,38185,7637.0000
5613,5882,38185,7637.0000
5614,3646,38186,7637.2000
5615,8258,38187,7637.4000
5616,2983,38189,7637.8000
5617,1764,38190,7638.0000
5618,3346,38194,7638.8000
5619,1504,38195,7639.0000
5620,8965,38196,7639.2000
5621,938,38199,7639.8000
5622,9914,38200,7640.0000
5623,3420,38204,7640.8000
5624,3878,38206,7641.2000
5625,7901,38207,7641.4000
5626,2267,38220,7644.0000
5627,8802,38221,7644.2000
5628,8146,38223,7644.6000
5629,9298,38223,7644.6000
5630,9403,38224,7644.8000
5631,9151,38226,7645.2000
5632,1431,38227,7645.4000
5633,6371,38227,7645.4000
5634,7284,38227,7645.4000
5635,1100,38228,7645.6000
5636,2813,38228,7645.6000
5637,438,38228,7645.6000
5638,1542,38230,7646.0000
5639,5583,38230,7646.0000
5640,5714,38231,7646.2000
5641,1689,38232,7646.4000
5642,9299,38232,7646.4000
5643,2895,38233,7646.6000
5644,9122,38241,7648.2000
5645,5755,38242,7648.4000
5646,2855,38247,7649.4000
5647,5022,38247,7649.4000
5648,8928,38256,7651.2000
5649,1121,38261,7652.2000
5650,4806,38261,7652.2000
5651,2783,38262,7652.4000
5652,6126,38262,7652.4000
5653,4552,38269,7653.8000
5654,9312,38269,7653.8000
5655,9345,38271,7654.2000
5656,2609,38272,7654.4000
5657,2539,38273,7654.6000
5658,1960,38275,7655.0000
5659,9681,38276,7655.2000
5660,5370,38277,7655.4000
5661,5239,38279,7655.8000
5662,2011,38282,7656.4000
5663,7297,38282,7656.4000
5664,8398,38284,7656.8000
5665,3232,38286,7657.2000
5666,705,38287,7657.4000
5667,2610,38290,7658.0000
5668,6906,38290,7658.0000
5669,6535,38294,7658.8000
5670,6841,38294,7658.8000
5671,8935,38294,7658.8000
5672,2497,38298,7659.6000
5673,8379,38299,7659.8000
5674,617,38302,7660.4000
5675,4228,38303,7660.6000
5676,667,38303,7660.6000
5677,9421,38303,7660.6000
5678,5795,38306,7661.2000
5679,6091,38306,7661.2000
5680,5613,38308,7661.6000
5681,8278,38308,7661.6000
5682,395,38309,7661.8000
5683,67,38309,7661.8000
5684,6932,38311,7662.2000
5685,5101,38314,7662.8000
5686,7660,38315,7663.0000
5687,1899,38316,7663.2000
5688,4754,38317,7663.4000
5689,9755,38317,7663.4000
5690,2168,38322,7664.4000
5691,5082,38323,7664.6000
5692,905,38323,7664.6000
5693,5790,38324,7664.8000
5694,1108,38325,7665.0000
5695,1198,38327,7665.4000
5696,2801,38327,7665.4000
5697,5710,38329,7665.8000
5698,3565,38330,7666.0000
5699,4226,38330,7666.0000
5700,2485,38334,7666.8000
5701,7961,38334,7666.8000
5702,9774,38338,7667.6000
5703,4189,38340,7668.0000
5704,6850,38341,7668.2000
5705,8865,38341,7668.2000
5706,6584,38342,7668.4000
5707,1772,38351,7670.2000
5708,2057,38355,7671.0000
5709,9422,38358,7671.6000
5710,7877,38359,7671.8000
5711,2369,38366,7673.2000
5712,4105,38369,7673.8000
5713,7791,38372,7674.4000
5714,2480,38374,7674.8000
5715,7992,38376,7675.2000
5716,2995,38377,7675.4000
5717,619,38381,7676.2000
5718,920,38384,7676.8000
5719,4680,38385,7677.0000
5720,726,38385,7677.0000
5721,6405,38386,7677.2000
5722,1101,38388,7677.6000
5723,7212,38388,7677.6000
5724,3961,38389,7677.8000
5725,8075,38389,7677.8000
5726,5125,38390,7678.0000
5727,4938,38391,7678.2000
5728,7365,38391,7678.2000
5729,4039,38393,7678.6000
5730,7631,38393,7678.6000
5731,6309,38394,7678.8000
5732,8305,38394,7678.8000
5733,6930,38395,7679.0000
5734,429,38397,7679.4000
5735,5003,38399,7679.8000
5736,8793,38399,7679.8000
5737,8871,38403,7680.6000
5738,8410,38405,7681.0000
5739,3212,38407,7681.4000
5740,1500,38410,7682.0000
5741,3011,38410,7682.0000
5742,5597,38413,7682.6000
5743,3825,38419,7683.8000
5744,2666,38424,7684.8000
5745,2981,38424,7684.8000
5746,642,38427,7685.4000
5747,8017,38427,7685.4000
5748,431,38432,7686.4000
5749,6250,38432,7686.4000
5750,6496,38433,7686.6000
5751,5707,38435,7687.0000
5752,6838,38442,7688.4000
5753,9202,38443,7688.6000
5754,8771,38446,7689.2000
5755,941,38448,7689.6000
5756,3004,38450,7690.0000
5757,3382,38455,7691.0000
5758,4221,38461,7692.2000
5759,860,38461,7692.2000
5760,2361,38464,7692.8000
5761,6153,38464,7692.8000
5762,9182,38464,7692.8000
5763,24,38467,7693.4000
5764,1236,38468,7693.6000
5765,7634,38468,7693.6000
5766,7111,38469,7693.8000
5767,7323,38471,7694.2000
5768,4997,38472,7694.4000
5769,4787,38475,7695.0000
5770,5191,38475,7695.0000
